,SurveyDate,Zone,DataType,DataCount
3239,3/28/2014,III Rocky Outcrop,People,0
3240,3/28/2014,III Rocky Outcrop,Snowy Egret,1
3241,3/28/2014,III Rocky Outcrop,Tern,13
3242,3/28/2014,III Rocky Outcrop,Unidentified Gull,79
3243,10/27/2015,I,Dogs On Leash,0
3244,10/27/2015,I,People,89
3245,10/27/2015,I,Western Gull,1
3246,10/27/2015,II,Dogs On Leash,0
3247,10/27/2015,II,Great Egret,2
3248,10/27/2015,II,People,16
3249,10/27/2015,II,Snowy Egret,1
3250,10/27/2015,II,Spotted Sandpiper,1
3251,10/27/2015,II,Western Gull,1
3252,10/27/2015,III,People,0
3253,10/27/2015,III,Snowy Egret,3
3254,10/27/2015,III,Spotted Sandpiper,1
3255,10/27/2015,III Boulders,Brown Pelican,1
3256,10/27/2015,III Boulders,People,0
3257,10/27/2015,III Boulders,Snowy Egret,4
3258,10/27/2015,III Rocky Outcrop,Brown Pelican,8
3259,10/27/2015,III Rocky Outcrop,People,0
3260,10/27/2015,III Rocky Outcrop,Tern,15
3261,10/27/2015,III Rocky Outcrop,Unidentified Gull,47
3262,11/23/2015,I,Dogs On Leash,0
3263,11/23/2015,I,People,167
3264,11/23/2015,I,Western Gull,1
3265,11/23/2015,II,People,7
3266,11/23/2015,II,Snowy Egret,1
3267,11/23/2015,II,Spotted Sandpiper,1
3268,11/23/2015,II,Western Gull,1
3269,11/23/2015,III,Black Phoebe,2
3270,11/23/2015,III,Black Turnstone,1
3271,11/23/2015,III,Great Egret,2
3272,11/23/2015,III,People,2
3273,11/23/2015,III,Snowy Egret,6
3274,11/23/2015,III Boulders,People,2
3275,11/23/2015,III Rocky Outcrop,Brown Pelican,1
3276,11/23/2015,III Rocky Outcrop,Cormorant,7
3277,11/23/2015,III Rocky Outcrop,Tern,5
3278,11/23/2015,III Rocky Outcrop,Unidentified Gull,33
3279,11/24/2015,I,Dogs On Leash,0
3280,11/24/2015,I,People,108
3281,11/24/2015,I,Western Gull,1
3282,11/24/2015,II,People,8
3283,11/24/2015,II,Snowy Egret,1
3284,11/24/2015,II,Western Gull,1
3285,11/24/2015,III,People,5
3286,11/24/2015,III,Snowy Egret,2
3287,11/24/2015,III,Western Gull,1
3288,11/24/2015,III,Whimbrel,1
3289,11/24/2015,III Boulders,People,2
3290,11/24/2015,III Rocky Outcrop,Cormorant,5
3291,11/24/2015,III Rocky Outcrop,Tern,5
3292,11/24/2015,III Rocky Outcrop,Unidentified Gull,45
3293,12/9/2015,I,People,17
3294,12/9/2015,I,Western Gull,1
3295,12/9/2015,I,Whimbrel,1
3296,1/20/2016,I,Dogs On Leash,1
3297,1/20/2016,I,People,33
3298,1/20/2016,I,Snowy Egret,1
3299,1/20/2016,I,Western Gull,2
3300,1/20/2016,I,Whimbrel,1
3301,1/20/2016,II,Black Phoebe,1
3302,1/20/2016,II,Great Egret,1
3303,1/20/2016,II,People,9
3304,1/20/2016,II,Snowy Egret,3
3305,1/20/2016,II,Spotted Sandpiper,2
3306,1/20/2016,II,Western Gull,2
3307,1/20/2016,II,Whimbrel,1
3308,1/20/2016,II,Willet,1
3309,1/20/2016,III,Great Egret,2
3310,1/20/2016,III,People,0
3311,1/20/2016,III,Snowy Egret,5
3312,1/20/2016,III,Whimbrel,1
3313,1/20/2016,III Boulders,People,0
3314,1/20/2016,III Rocky Outcrop,Brown Pelican,3
3315,1/20/2016,III Rocky Outcrop,Cormorant,3
3316,1/20/2016,III Rocky Outcrop,People,0
3317,1/20/2016,III Rocky Outcrop,Tern,2
3318,1/20/2016,III Rocky Outcrop,Unidentified Gull,17
3319,1/22/2016,I,Dogs On Leash,1
3320,1/22/2016,I,People,81
3321,1/22/2016,I,Snowy Egret,1
3322,1/22/2016,I,Western Gull,1
3323,1/22/2016,II,People,17
3324,1/22/2016,II,Snowy Egret,1
3325,1/22/2016,II,Wandering Tattler,1
3326,1/22/2016,II,Whimbrel,1
3327,1/22/2016,III,Black Phoebe,1
3328,1/22/2016,III,Brown Pelican,3
3329,1/22/2016,III,Great Egret,1
3330,1/22/2016,III,People,0
3331,1/22/2016,III,Western Gull,3
3332,1/22/2016,III,Willet,2
3333,1/22/2016,III Boulders,People,0
3334,1/22/2016,III Rocky Outcrop,Brown Pelican,15
3335,1/22/2016,III Rocky Outcrop,Cormorant,8
3336,1/22/2016,III Rocky Outcrop,Great Blue Heron,1
3337,1/22/2016,III Rocky Outcrop,People,0
3338,1/22/2016,III Rocky Outcrop,Unidentified Gull,100
3339,2/6/2016,I,Dogs On Leash,1
3340,2/6/2016,I,People,118
3341,2/6/2016,I,Western Gull,1
3342,2/6/2016,II,Great Egret,1
3343,2/6/2016,II,People,52
3344,2/6/2016,II,Snowy Egret,2
3345,2/6/2016,II,Western Gull,1
3346,2/6/2016,III,Great Blue Heron,1
3347,2/6/2016,III,Great Egret,1
3348,2/6/2016,III,People,0
3349,2/6/2016,III,Snowy Egret,6
3350,2/6/2016,III,Western Gull,1
3351,2/6/2016,III,Whimbrel,1
3352,2/6/2016,III,Willet,1
3353,2/6/2016,III Boulders,People,0
3354,2/6/2016,III Rocky Outcrop,Cormorant,6
3355,2/6/2016,III Rocky Outcrop,Great Blue Heron,1
3356,2/6/2016,III Rocky Outcrop,People,0
3357,2/6/2016,III Rocky Outcrop,Tern,3
3358,2/6/2016,III Rocky Outcrop,Unidentified Gull,44
3359,2/6/2016,III Rocky Outcrop,Willet,1
3360,2/8/2016,I,Dogs On Leash,0
3361,2/8/2016,I,People,46
3362,2/8/2016,I,Snowy Egret,3
3363,2/8/2016,I,Western Gull,2
3364,2/8/2016,II,Dogs On Leash,0
3365,2/8/2016,II,Great Egret,1
3366,2/8/2016,II,People,4
3367,2/8/2016,II,Snowy Egret,1
3368,2/8/2016,II,Western Gull,2
3369,2/8/2016,II,Whimbrel,1
3370,2/8/2016,III,Great Blue Heron,1
3371,2/8/2016,III,People,0
3372,2/8/2016,III,Snowy Egret,3
3373,2/8/2016,III,Spotted Sandpiper,1
3374,2/8/2016,III,Tern,11
3375,2/8/2016,III,Wandering Tattler,1
3376,2/8/2016,III,Western Gull,19
3377,2/8/2016,III,Whimbrel,1
3378,2/8/2016,III Rocky Outcrop,Brown Pelican,3
3379,2/8/2016,III Rocky Outcrop,Cormorant,5
3380,2/8/2016,III Rocky Outcrop,Snowy Egret,1
3381,2/8/2016,III Rocky Outcrop,Tern,10
3382,2/8/2016,III Rocky Outcrop,Unidentified Gull,7
3383,2/9/2016,I,California Gull,2
3384,2/9/2016,I,Dogs On Leash,1
3385,2/9/2016,I,People,67
3386,2/9/2016,II,Great Blue Heron,4
3387,2/9/2016,II,Great Egret,1
3388,2/9/2016,II,People,0
3389,2/9/2016,II,Snowy Egret,2
3390,2/9/2016,II,Spotted Sandpiper,2
3391,2/9/2016,II,Wandering Tattler,1
3392,2/9/2016,II,Western Gull,1
3393,2/9/2016,III,Great Egret,1
3394,2/9/2016,III,People,0
3395,2/9/2016,III,Snowy Egret,1
3396,2/9/2016,III,Western Gull,1
3397,2/9/2016,III Boulders,Willet,1
3398,2/9/2016,III Rocky Outcrop,Brown Pelican,1
3399,2/9/2016,III Rocky Outcrop,Cormorant,7
3400,2/9/2016,III Rocky Outcrop,Snowy Egret,2
3401,2/9/2016,III Rocky Outcrop,Tern,1
3402,2/9/2016,III Rocky Outcrop,Unidentified Gull,26
3403,2/17/2016,I,People,71
3404,2/17/2016,I,Western Gull,2
3405,2/17/2016,II,People,7
3406,2/17/2016,III,People,0
3407,2/17/2016,III,Spotted Sandpiper,1
3408,2/17/2016,III,Whimbrel,1
3409,2/17/2016,III,Willet,1
3410,2/17/2016,III Boulders,People,0
3411,2/17/2016,III Rocky Outcrop,Brown Pelican,12
3412,2/17/2016,III Rocky Outcrop,Cormorant,4
3413,2/17/2016,III Rocky Outcrop,People,0
3414,2/17/2016,III Rocky Outcrop,Tern,2
3415,2/17/2016,III Rocky Outcrop,Unidentified Gull,49
3416,2/22/2016,I,Black Turnstone,1
3417,2/22/2016,I,Dogs On Leash,2
3418,2/22/2016,I,People,36
3419,2/22/2016,I,Spotted Sandpiper,1
3420,2/22/2016,II,People,8
3421,2/22/2016,II,Spotted Sandpiper,1
3422,2/22/2016,II,Western Gull,2
3423,2/22/2016,III,Great Blue Heron,1
3424,2/22/2016,III,Great Egret,3
3425,2/22/2016,III,People,0
3426,2/22/2016,III,Snowy Egret,3
3427,2/22/2016,III,Spotted Sandpiper,1
3428,2/22/2016,III,Wandering Tattler,1
3429,2/22/2016,III,Western Gull,1
3430,2/22/2016,III,Whimbrel,1
3431,2/22/2016,III Boulders,Snowy Egret,1
3432,2/22/2016,III Rocky Outcrop,Brown Pelican,3
3433,2/22/2016,III Rocky Outcrop,Cormorant,4
3434,2/22/2016,III Rocky Outcrop,Tern,3
3435,2/22/2016,III Rocky Outcrop,Unidentified Gull,23
3436,2/24/2016,I,Dogs On Leash,0
3437,2/24/2016,I,People,52
3438,2/24/2016,I,Spotted Sandpiper,1
3439,2/24/2016,II,California Gull,2
3440,2/24/2016,II,Dogs On Leash,0
3441,2/24/2016,II,People,15
3442,2/24/2016,II,Spotted Sandpiper,1
3443,2/24/2016,II,Wandering Tattler,1
3444,2/24/2016,II,Whimbrel,1
3445,2/24/2016,III,Great Egret,2
3446,2/24/2016,III,People,0
3447,2/24/2016,III,Western Gull,1
3448,2/24/2016,III Boulders,Heerman's Gull,1
3449,2/24/2016,III Boulders,People,0
3450,2/24/2016,III Rocky Outcrop,Brown Pelican,6
3451,2/24/2016,III Rocky Outcrop,Cormorant,4
3452,2/24/2016,III Rocky Outcrop,People,0
3453,2/24/2016,III Rocky Outcrop,Tern,15
3454,2/24/2016,III Rocky Outcrop,Unidentified Gull,26
3455,3/8/2016,I,Black Turnstone,1
3456,3/8/2016,I,Dogs On Leash,0
3457,3/8/2016,I,People,67
3458,3/8/2016,I,Western Gull,1
3459,3/8/2016,II,Black Turnstone,1
3460,3/8/2016,II,Dogs On Leash,0
3461,3/8/2016,II,People,0
3462,3/8/2016,II,Western Gull,2
3463,3/8/2016,III,People,5
3464,3/8/2016,III,Western Gull,2
3465,3/8/2016,III,Willet,1
3466,3/8/2016,III Boulders,People,8
3467,3/8/2016,III Rocky Outcrop,Cormorant,2
3468,3/8/2016,III Rocky Outcrop,Unidentified Gull,19
3469,3/9/2016,I,Dogs On Leash,3
3470,3/9/2016,I,People,95
3471,3/9/2016,I,Western Gull,2
3472,3/9/2016,II,California Gull,1
3473,3/9/2016,II,People,14
3474,3/9/2016,III,People,4
3475,3/9/2016,III,Snowy Egret,1
3476,3/9/2016,III Rocky Outcrop,Brown Pelican,3
3477,3/9/2016,III Rocky Outcrop,Cormorant,6
3478,3/9/2016,III Rocky Outcrop,Tern,10
3479,3/9/2016,III Rocky Outcrop,Unidentified Gull,20
3480,3/10/2016,I,Black Turnstone,2
3481,3/10/2016,I,Dogs On Leash,0
3482,3/10/2016,I,People,84
3483,3/10/2016,I,Western Gull,1
3484,3/10/2016,I,Willet,1
3485,3/10/2016,II,Dogs On Leash,0
3486,3/10/2016,II,People,0
3487,3/10/2016,II,Western Gull,1
3488,3/10/2016,III,Cormorant,1
3489,3/10/2016,III,People,0
3490,3/10/2016,III,Red-breasted Merganser,2
3491,3/10/2016,III,Snowy Egret,1
3492,3/10/2016,III,Western Gull,1
3493,3/10/2016,III Boulders,People,0
3494,3/10/2016,III Rocky Outcrop,Cormorant,2
3495,3/10/2016,III Rocky Outcrop,Unidentified Gull,6
3496,3/18/2016,I,California Gull,3
3497,3/18/2016,I,Dogs On Leash,1
3498,3/18/2016,I,People,49
3499,3/18/2016,II,People,7
3500,3/18/2016,II,Snowy Egret,1
3501,3/18/2016,III,Great Egret,1
3502,3/18/2016,III,People,0
3503,3/18/2016,III,Snowy Egret,5
3504,3/18/2016,III,Western Gull,2
3505,3/18/2016,III,Whimbrel,1
3506,3/18/2016,III,Willet,2
3507,3/18/2016,III Boulders,Snowy Egret,2
3508,3/18/2016,III Rocky Outcrop,Brown Pelican,4
3509,3/18/2016,III Rocky Outcrop,Cormorant,9
3510,3/18/2016,III Rocky Outcrop,Tern,11
3511,3/18/2016,III Rocky Outcrop,Unidentified Gull,28
3512,4/4/2016,I,Dogs On Leash,1
3513,4/4/2016,I,People,87
3514,4/4/2016,II,People,4
3515,4/4/2016,II,Willet,1
3516,4/4/2016,III,California Gull,1
3517,4/4/2016,III,Great Blue Heron,1
3518,4/4/2016,III,Great Egret,2
3519,4/4/2016,III,People,0
3520,4/4/2016,III,Whimbrel,1
3521,4/4/2016,III Boulders,Snowy Egret,1
3522,4/4/2016,III Rocky Outcrop,Tern,6
3523,4/4/2016,III Rocky Outcrop,Unidentified Gull,102
3524,4/5/2016,I,Black Turnstone,1
3525,4/5/2016,I,People,74
3526,4/5/2016,I,Ruddy Turnstone,1
3527,4/5/2016,I,Western Gull,1
3528,4/5/2016,II,People,16
3529,4/5/2016,II,Western Gull,2
3530,4/5/2016,III,People,2
3531,4/5/2016,III,Snowy Egret,5
3532,4/5/2016,III,Whimbrel,1
3533,4/5/2016,III Rocky Outcrop,Tern,16
3534,4/5/2016,III Rocky Outcrop,Unidentified Gull,8
3535,4/6/2016,I,People,140
3536,4/6/2016,II,People,25
3537,4/6/2016,II,Western Gull,2
3538,4/6/2016,II,Whimbrel,2
3539,4/6/2016,III,People,2
3540,4/6/2016,III Rocky Outcrop,Brown Pelican,7
3541,4/6/2016,III Rocky Outcrop,Cormorant,1
3542,4/6/2016,III Rocky Outcrop,Snowy Egret,1
3543,4/6/2016,III Rocky Outcrop,Tern,8
3544,4/6/2016,III Rocky Outcrop,Unidentified Gull,110
3545,11/28/2016,I,California Gull,2
3546,11/28/2016,I,Dogs On Leash,5
3547,11/28/2016,I,Great Egret,1
3548,11/28/2016,I,People,53
3549,11/28/2016,I,Spotted Sandpiper,1
3550,11/28/2016,II,Black Phoebe,2
3551,11/28/2016,II,Dogs On Leash,0
3552,11/28/2016,II,Great Blue Heron,1
3553,11/28/2016,II,Great Egret,1
3554,11/28/2016,II,People,7
3555,11/28/2016,II,Snowy Egret,3
3556,11/28/2016,II,Western Gull,1
3557,11/28/2016,III,Dogs On Leash,0
3558,11/28/2016,III,Great Blue Heron,2
3559,11/28/2016,III,Great Egret,1
3560,11/28/2016,III,People,0
3561,11/28/2016,III,Western Gull,1
3562,11/28/2016,III,Whimbrel,1
3563,11/28/2016,III Boulders,California Gull,1
3564,11/28/2016,III Boulders,Dogs On Leash,0
3565,11/28/2016,III Boulders,People,0
3566,11/28/2016,III Rocky Outcrop,Brown Pelican,6
3567,11/28/2016,III Rocky Outcrop,Cormorant,0
3568,11/28/2016,III Rocky Outcrop,Dogs On Leash,0
3569,11/28/2016,III Rocky Outcrop,Great Egret,1
3570,11/28/2016,III Rocky Outcrop,People,0
3571,11/28/2016,III Rocky Outcrop,Snowy Egret,2
3572,11/28/2016,III Rocky Outcrop,Tern,16
3573,11/28/2016,III Rocky Outcrop,Unidentified Gull,32
3574,11/29/2016,I,Black Phoebe,1
3575,11/29/2016,I,Dogs On Leash,0
3576,11/29/2016,I,People,28
3577,11/29/2016,II,American Oystercatcher,0
3578,11/29/2016,II,Dogs On Leash,0
3579,11/29/2016,II,People,5
3580,11/29/2016,II,Sanderling,0
3581,11/29/2016,II,Western Gull,1
3582,11/29/2016,III,Great Blue Heron,1
3583,11/29/2016,III,Great Egret,1
3584,11/29/2016,III,People,0
3585,11/29/2016,III,Sanderling,1
3586,11/29/2016,III,Western Gull,1
3587,11/29/2016,III Boulders,People,3
3588,11/29/2016,III Rocky Outcrop,Brown Pelican,6
3589,11/29/2016,III Rocky Outcrop,Cormorant,2
3590,11/29/2016,III Rocky Outcrop,People,0
3591,11/29/2016,III Rocky Outcrop,Tern,11
3592,11/29/2016,III Rocky Outcrop,Unidentified Gull,27
3593,12/12/2016,I,Dogs On Leash,0
3594,12/12/2016,I,Great Egret,1
3595,12/12/2016,I,People,65
3596,12/12/2016,I,Snowy Egret,2
3597,12/12/2016,I,Western Gull,1
3598,12/12/2016,II,Cormorant,1
3599,12/12/2016,II,Dogs On Leash,0
3600,12/12/2016,II,Great Egret,1
3601,12/12/2016,II,People,16
3602,12/12/2016,II,Snowy Egret,3
3603,12/12/2016,II,Western Gull,1
3604,12/12/2016,III,Black Phoebe,1
3605,12/12/2016,III,Great Egret,1
3606,12/12/2016,III,People,3
3607,12/12/2016,III,Snowy Egret,1
3608,12/12/2016,III,Western Gull,3
3609,12/12/2016,III Boulders,Great Blue Heron,1
3610,12/12/2016,III Boulders,People,0
3611,12/12/2016,III Rocky Outcrop,Brown Pelican,6
3612,12/12/2016,III Rocky Outcrop,Cormorant,3
3613,12/12/2016,III Rocky Outcrop,People,0
3614,12/12/2016,III Rocky Outcrop,Snowy Egret,1
3615,12/12/2016,III Rocky Outcrop,Tern,10
3616,12/12/2016,III Rocky Outcrop,Unidentified Gull,35
3617,12/13/2016,I,Dogs On Leash,0
3618,12/13/2016,I,People,61
3619,12/13/2016,I,Snowy Egret,2
3620,12/13/2016,I,Western Gull,1
3621,12/13/2016,II,Dogs On Leash,0
3622,12/13/2016,II,Great Egret,1
3623,12/13/2016,II,People,14
3624,12/13/2016,II,Snowy Egret,1
3625,12/13/2016,II,Western Gull,1
3626,12/13/2016,III,People,8
3627,12/13/2016,III,Western Gull,3
3628,12/13/2016,III Boulders,People,1
3629,12/13/2016,III Rocky Outcrop,Brown Pelican,34
3630,12/13/2016,III Rocky Outcrop,Cormorant,6
3631,12/13/2016,III Rocky Outcrop,Great Blue Heron,1
3632,12/13/2016,III Rocky Outcrop,People,0
3633,12/13/2016,III Rocky Outcrop,Tern,17
3634,12/13/2016,III Rocky Outcrop,Unidentified Gull,115
3635,12/14/2016,I,Dogs On Leash,0
3636,12/14/2016,I,People,41
3637,12/14/2016,II,Black Phoebe,1
3638,12/14/2016,II,Dogs On Leash,0
3639,12/14/2016,II,Great Blue Heron,1
3640,12/14/2016,II,Great Egret,1
3641,12/14/2016,II,People,18
3642,12/14/2016,II,Say's Phoebe,1
3643,12/14/2016,II,Snowy Egret,2
3644,12/14/2016,II,Western Gull,1
3645,12/14/2016,III,Great Egret,1
3646,12/14/2016,III,People,0
3647,12/14/2016,III,Western Gull,3
3648,12/14/2016,III Boulders,People,3
3649,12/14/2016,III Rocky Outcrop,Brown Pelican,30
3650,12/14/2016,III Rocky Outcrop,Cormorant,3
3651,12/14/2016,III Rocky Outcrop,People,0
3652,12/14/2016,III Rocky Outcrop,Snowy Egret,1
3653,12/14/2016,III Rocky Outcrop,Tern,0
3654,12/14/2016,III Rocky Outcrop,Unidentified Gull,95
3655,12/28/2016,I,Dogs On Leash,0
3656,12/28/2016,I,People,173
3657,12/28/2016,I,Snowy Egret,1
3658,12/28/2016,I,Western Gull,1
3659,12/28/2016,II,Dogs On Leash,1
3660,12/28/2016,II,Great Egret,1
3661,12/28/2016,II,People,57
3662,12/28/2016,II,Western Gull,1
3663,12/28/2016,III,Dogs On Leash,0
3664,12/28/2016,III,Great Blue Heron,1
3665,12/28/2016,III,Great Egret,2
3666,12/28/2016,III,People,2
3667,12/28/2016,III,Snowy Egret,5
3668,12/28/2016,III,Tern,1
3669,12/28/2016,III,Unidentified Gull,2
3670,12/28/2016,III,Whimbrel,1
3671,12/28/2016,III Rocky Outcrop,Brown Pelican,8
3672,12/28/2016,III Rocky Outcrop,Cormorant,4
3673,12/28/2016,III Rocky Outcrop,Tern,10
3674,12/28/2016,III Rocky Outcrop,Unidentified Gull,64
3675,12/29/2016,I,Dogs On Leash,1
3676,12/29/2016,I,People,311
3677,12/29/2016,I,Western Gull,1
3678,12/29/2016,II,Black Phoebe,1
3679,12/29/2016,II,Dogs On Leash,0
3680,12/29/2016,II,Great Egret,1
3681,12/29/2016,II,People,32
3682,12/29/2016,II,Western Gull,2
3683,12/29/2016,III,Black Phoebe,1
3684,12/29/2016,III,Great Egret,2
3685,12/29/2016,III,People,0
3686,12/29/2016,III,Snowy Egret,1
3687,12/29/2016,III,Western Gull,1
3688,12/29/2016,III Boulders,People,0
3689,12/29/2016,III Rocky Outcrop,Brown Pelican,10
3690,12/29/2016,III Rocky Outcrop,Cormorant,1
3691,12/29/2016,III Rocky Outcrop,People,0
3692,12/29/2016,III Rocky Outcrop,Snowy Egret,1
3693,12/29/2016,III Rocky Outcrop,Tern,10
3694,12/29/2016,III Rocky Outcrop,Unidentified Gull,66
3695,1/9/2017,I,Dogs On Leash,0
3696,1/9/2017,I,People,37
3697,1/9/2017,I,Snowy Egret,1
3698,1/9/2017,I,Western Gull,1
3699,1/9/2017,II,Dogs On Leash,0
3700,1/9/2017,II,People,4
3701,1/9/2017,II,Snowy Egret,4
3702,1/9/2017,II,Western Gull,1
3703,1/9/2017,III,Great Egret,1
3704,1/9/2017,III,People,0
3705,1/9/2017,III,Western Gull,1
3706,1/9/2017,III Boulders,People,0
3707,1/9/2017,III Rocky Outcrop,Brown Pelican,8
3708,1/9/2017,III Rocky Outcrop,Cormorant,4
3709,1/9/2017,III Rocky Outcrop,People,0
3710,1/9/2017,III Rocky Outcrop,Tern,14
3711,1/9/2017,III Rocky Outcrop,Unidentified Gull,130
3712,1/10/2017,I,California Gull,1
3713,1/10/2017,I,Dogs On Leash,0
3714,1/10/2017,I,People,86
3715,1/10/2017,II,Dogs On Leash,0
3716,1/10/2017,II,Great Egret,1
3717,1/10/2017,II,People,18
3718,1/10/2017,II,Snowy Egret,1
3719,1/10/2017,II,Western Gull,3
3720,1/10/2017,III,Dogs On Leash,0
3721,1/10/2017,III,Great Egret,1
3722,1/10/2017,III,People,16
3723,1/10/2017,III,Snowy Egret,2
3724,1/10/2017,III,Western Gull,1
3725,1/10/2017,III,Whimbrel,1
3726,1/10/2017,III Boulders,People,0
3727,1/10/2017,III Rocky Outcrop,Brown Pelican,5
3728,1/10/2017,III Rocky Outcrop,Cormorant,4
3729,1/10/2017,III Rocky Outcrop,People,0
3730,1/10/2017,III Rocky Outcrop,Tern,35
3731,1/10/2017,III Rocky Outcrop,Unidentified Gull,107
3732,1/11/2017,I,Dogs On Leash,0
3733,1/11/2017,I,People,63
3734,1/11/2017,I,Snowy Egret,3
3735,1/11/2017,I,Western Gull,1
3736,1/11/2017,II,Dogs On Leash,0
3737,1/11/2017,II,People,0
3738,1/11/2017,III,Black Phoebe,1
3739,1/11/2017,III,Great Blue Heron,1
3740,1/11/2017,III,Great Egret,1
3741,1/11/2017,III,People,1
3742,1/11/2017,III,Unidentified Gull,1
3743,1/11/2017,III,Western Gull,3
3744,1/11/2017,III Boulders,People,3
3745,1/11/2017,III Rocky Outcrop,Brown Pelican,28
3746,1/11/2017,III Rocky Outcrop,Cormorant,3
3747,1/11/2017,III Rocky Outcrop,People,0
3748,1/11/2017,III Rocky Outcrop,Tern,14
3749,1/11/2017,III Rocky Outcrop,Unidentified Gull,113
3750,1/26/2017,I,Black Phoebe,1
3751,1/26/2017,I,Dogs On Leash,4
3752,1/26/2017,I,People,62
3753,1/26/2017,I,Snowy Egret,1
3754,1/26/2017,I,Western Gull,1
3755,1/26/2017,II,People,12
3756,1/26/2017,II,Snowy Egret,3
3757,1/26/2017,II,Western Gull,1
3758,1/26/2017,III,California Gull,1
3759,1/26/2017,III,People,0
3760,1/26/2017,III,Snowy Egret,3
3761,1/26/2017,III,Western Gull,4
3762,1/26/2017,III Boulders,People,0
3763,1/26/2017,III Rocky Outcrop,Brown Pelican,5
3764,1/26/2017,III Rocky Outcrop,Cormorant,1
3765,1/26/2017,III Rocky Outcrop,People,0
3766,1/26/2017,III Rocky Outcrop,Tern,2
3767,1/26/2017,III Rocky Outcrop,Unidentified Gull,90
3768,1/27/2017,I,Dogs On Leash,1
3769,1/27/2017,I,People,48
3770,1/27/2017,I,Snowy Egret,1
3771,1/27/2017,I,Western Gull,2
3772,1/27/2017,II,People,38
3773,1/27/2017,II,Western Gull,1
3774,1/27/2017,II,Willet,1
3775,1/27/2017,III,People,4
3776,1/27/2017,III,Snowy Egret,1
3777,1/27/2017,III,Western Gull,2
3778,1/27/2017,III Boulders,People,0
3779,1/27/2017,III Rocky Outcrop,Black Oystercatcher,1
3780,1/27/2017,III Rocky Outcrop,Brown Pelican,3
3781,1/27/2017,III Rocky Outcrop,Cormorant,2
3782,1/27/2017,III Rocky Outcrop,People,0
3783,1/27/2017,III Rocky Outcrop,Snowy Egret,1
3784,1/27/2017,III Rocky Outcrop,Tern,1
3785,1/27/2017,III Rocky Outcrop,Unidentified Gull,107
3786,2/8/2017,I,Dogs On Leash,1
3787,2/8/2017,I,People,89
3788,2/8/2017,I,Snowy Egret,1
3789,2/8/2017,I,Western Gull,2
3790,2/8/2017,II,Black Phoebe,1
3791,2/8/2017,II,Great Blue Heron,1
3792,2/8/2017,II,Great Egret,1
3793,2/8/2017,II,People,68
3794,2/8/2017,II,Snowy Egret,3
3795,2/8/2017,II,Western Gull,1
3797,2/8/2017,III,People,0
3798,2/8/2017,III,Western Gull,12
3799,2/8/2017,III,Whimbrel,1
3800,2/8/2017,III Boulders,Great Egret,1
3801,2/8/2017,III Boulders,People,0
3802,2/8/2017,III Boulders,Snowy Egret,1
3803,2/8/2017,III Rocky Outcrop,Brown Pelican,8
3804,2/8/2017,III Rocky Outcrop,People,0
3805,2/9/2017,I,People,103
3806,2/9/2017,I,Snowy Egret,1
3807,2/9/2017,II,People,20
3808,2/9/2017,II,Snowy Egret,3
3809,2/9/2017,II,Western Gull,14
3810,2/9/2017,III,Black Phoebe,1
3811,2/9/2017,III,California Gull,2
3812,2/9/2017,III,Great Blue Heron,1
3813,2/9/2017,III,People,0
3814,2/9/2017,III,Snowy Egret,4
3815,2/9/2017,III,Western Gull,10
3816,2/9/2017,III Boulders,Great Egret,1
3817,2/9/2017,III Boulders,People,0
3818,2/9/2017,III Rocky Outcrop,Brown Pelican,16
3819,2/9/2017,III Rocky Outcrop,Cormorant,3
3820,2/9/2017,III Rocky Outcrop,People,0
3821,2/10/2017,I,Dogs On Leash,0
3822,2/10/2017,I,People,68
3823,2/10/2017,I,Snowy Egret,2
3824,2/10/2017,II,Black Phoebe,1
3825,2/10/2017,II,Great Egret,2
3826,2/10/2017,II,People,13
3827,2/10/2017,II,Western Gull,1
3828,2/10/2017,III,Great Blue Heron,1
3829,2/10/2017,III,People,2
3830,2/10/2017,III,Say's Phoebe,1
3831,2/10/2017,III,Snowy Egret,1
3832,2/10/2017,III,Western Gull,1
3833,2/10/2017,III Boulders,People,0
3834,2/10/2017,III Rocky Outcrop,Brown Pelican,4
3835,2/10/2017,III Rocky Outcrop,Cormorant,5
3836,2/10/2017,III Rocky Outcrop,Great Blue Heron,1
3837,2/10/2017,III Rocky Outcrop,People,0
3838,2/10/2017,III Rocky Outcrop,Snowy Egret,2
3839,2/10/2017,III Rocky Outcrop,Tern,5
3840,2/10/2017,III Rocky Outcrop,Unidentified Gull,65
3841,2/10/2017,III Rocky Outcrop,Whimbrel,1
3842,2/22/2017,I,California Gull,1
3843,2/22/2017,I,Dogs On Leash,0
3844,2/22/2017,I,People,153
3845,2/22/2017,I,Spotted Sandpiper,1
3846,2/22/2017,I,Unidentified Gull,1
3847,2/22/2017,II,California Gull,1
3848,2/22/2017,II,Dogs On Leash,0
3849,2/22/2017,II,Osprey,1
3850,2/22/2017,II,People,11
3851,2/22/2017,II,Western Gull,1
3852,2/22/2017,III,People,0
3853,2/22/2017,III Boulders,People,0
3854,2/22/2017,III Rocky Outcrop,Cormorant,1
3855,2/22/2017,III Rocky Outcrop,People,0
3856,2/22/2017,III Rocky Outcrop,Unidentified Gull,3
3857,2/23/2017,I,Dogs On Leash,3
3858,2/23/2017,I,People,158
3859,2/23/2017,I,Western Gull,1
