"","SurveyDate","Zone","Bird","Count"
"2190",2013-11-30,"III Rocky Outcrop","Brown Pelican",8
"2191",2013-11-30,"III Rocky Outcrop","Cormorant",6
"2192",2013-11-30,"III Rocky Outcrop","Snowy Egret",1
"2193",2013-11-30,"III Rocky Outcrop","Tern",31
"2194",2013-11-30,"III Rocky Outcrop","Unidentified Gull",245
"2195",2013-12-04,"I","Snowy Egret",2
"2196",2013-12-04,"I","Western Gull",2
"2197",2013-12-04,"II","Black Phoebe",1
"2198",2013-12-04,"II","Snowy Egret",2
"2199",2013-12-04,"II","Western Gull",1
"2200",2013-12-04,"III","California Gull",1
"2201",2013-12-04,"III","Great Blue Heron",2
"2202",2013-12-04,"III","Great Egret",1
"2203",2013-12-04,"III","Snowy Egret",1
"2204",2013-12-04,"III","Western Gull",8
"2205",2013-12-04,"III Boulders","Great Blue Heron",1
"2206",2013-12-04,"III Boulders","Great Egret",1
"2207",2013-12-04,"III Boulders","Snowy Egret",2
"2208",2013-12-04,"III Rocky Outcrop","Brown Pelican",6
"2209",2013-12-04,"III Rocky Outcrop","Tern",42
"2210",2013-12-04,"III Rocky Outcrop","Unidentified Gull",52
"2211",2013-12-05,"I","Black Turnstone",1
"2212",2013-12-05,"I","California Gull",1
"2213",2013-12-05,"II","Black Phoebe",1
"2214",2013-12-05,"II","Great Blue Heron",1
"2215",2013-12-05,"II","Great Egret",1
"2216",2013-12-05,"II","Snowy Egret",1
"2217",2013-12-05,"III","Snowy Egret",4
"2218",2013-12-05,"III","Western Gull",10
"2219",2013-12-05,"III Boulders","Great Blue Heron",1
"2220",2013-12-05,"III Boulders","Great Egret",1
"2221",2013-12-05,"III Boulders","Snowy Egret",1
"2222",2013-12-05,"III Rocky Outcrop","Brown Pelican",14
"2223",2013-12-05,"III Rocky Outcrop","Snowy Egret",1
"2224",2013-12-05,"III Rocky Outcrop","Tern",20
"2225",2013-12-05,"III Rocky Outcrop","Unidentified Gull",80
"2226",2013-12-21,"I","Western Gull",1
"2227",2013-12-21,"II","Black Phoebe",2
"2228",2013-12-21,"II","California Gull",1
"2229",2013-12-21,"II","Great Blue Heron",1
"2230",2013-12-21,"II","Great Egret",3
"2231",2013-12-21,"II","Say's Phoebe",1
"2232",2013-12-21,"III","Great Blue Heron",1
"2233",2013-12-21,"III","Great Egret",1
"2234",2013-12-21,"III","Juvenile Gull",2
"2235",2013-12-21,"III","Snowy Egret",3
"2236",2013-12-21,"III","Western Gull",15
"2237",2013-12-21,"III","Whimbrel",1
"2238",2013-12-21,"III Rocky Outcrop","Brown Pelican",5
"2239",2013-12-21,"III Rocky Outcrop","Cormorant",3
"2240",2013-12-21,"III Rocky Outcrop","Great Blue Heron",1
"2241",2013-12-21,"III Rocky Outcrop","Great Egret",2
"2242",2013-12-21,"III Rocky Outcrop","Snowy Egret",1
"2243",2013-12-21,"III Rocky Outcrop","Tern",4
"2244",2013-12-21,"III Rocky Outcrop","Unidentified Gull",60
"2245",2014-01-13,"I","Sanderling",1
"2246",2014-01-13,"I","Western Gull",1
"2247",2014-01-13,"II","Great Egret",1
"2248",2014-01-13,"II","Western Gull",2
"2249",2014-01-13,"II","Whimbrel",1
"2250",2014-01-13,"III","Black Phoebe",2
"2251",2014-01-13,"III","Great Blue Heron",1
"2252",2014-01-13,"III","Great Egret",1
"2253",2014-01-13,"III","Snowy Egret",3
"2254",2014-01-13,"III Boulders","Great Egret",1
"2255",2014-01-13,"III Boulders","Snowy Egret",1
"2256",2014-01-13,"III Rocky Outcrop","Cormorant",3
"2257",2014-01-13,"III Rocky Outcrop","Tern",8
"2258",2014-01-13,"III Rocky Outcrop","Unidentified Gull",30
"2259",2014-01-14,"I","Snowy Egret",2
"2260",2014-01-14,"I","Western Gull",2
"2261",2014-01-14,"II","Western Gull",1
"2262",2014-01-14,"III","Great Blue Heron",1
"2263",2014-01-14,"III","Great Egret",2
"2264",2014-01-14,"III","Snowy Egret",3
"2265",2014-01-14,"III","Western Gull",4
"2266",2014-01-14,"III Boulders","Snowy Egret",2
"2267",2014-01-14,"III Rocky Outcrop","Brown Pelican",11
"2268",2014-01-14,"III Rocky Outcrop","Cormorant",6
"2269",2014-01-14,"III Rocky Outcrop","Tern",32
"2270",2014-01-14,"III Rocky Outcrop","Unidentified Gull",60
"2271",2014-01-15,"I","Snowy Egret",3
"2272",2014-01-15,"I","Western Gull",1
"2273",2014-01-15,"II","Black Phoebe",2
"2274",2014-01-15,"II","Snowy Egret",1
"2275",2014-01-15,"III","Black Phoebe",2
"2276",2014-01-15,"III","Great Blue Heron",2
"2277",2014-01-15,"III","Great Egret",2
"2278",2014-01-15,"III","Snowy Egret",3
"2279",2014-01-15,"III","Western Gull",1
"2280",2014-01-15,"III Boulders","Snowy Egret",2
"2281",2014-01-15,"III Rocky Outcrop","Brown Pelican",8
"2282",2014-01-15,"III Rocky Outcrop","Cormorant",5
"2283",2014-01-15,"III Rocky Outcrop","Great Blue Heron",1
"2284",2014-01-15,"III Rocky Outcrop","Snowy Egret",1
"2285",2014-01-15,"III Rocky Outcrop","Tern",23
"2286",2014-01-15,"III Rocky Outcrop","Unidentified Gull",50
"2287",2014-01-16,"I","Say's Phoebe",1
"2288",2014-01-16,"I","Snowy Egret",1
"2289",2014-01-16,"I","Western Gull",2
"2290",2014-01-16,"II","Black Phoebe",1
"2291",2014-01-16,"II","Great Egret",1
"2292",2014-01-16,"II","Western Gull",3
"2293",2014-01-16,"III","Black Phoebe",1
"2294",2014-01-16,"III","Great Egret",1
"2295",2014-01-16,"III","Ring-Billed Gull",1
"2296",2014-01-16,"III","Snowy Egret",3
"2297",2014-01-16,"III","Western Gull",3
"2298",2014-01-16,"III Boulders","Great Egret",1
"2299",2014-01-16,"III Boulders","Snowy Egret",1
"2300",2014-01-16,"III Rocky Outcrop","Brown Pelican",9
"2301",2014-01-16,"III Rocky Outcrop","Cormorant",1
"2302",2014-01-16,"III Rocky Outcrop","Tern",14
"2303",2014-01-16,"III Rocky Outcrop","Unidentified Gull",70
"2304",2014-01-26,"I","Western Gull",3
"2305",2014-01-26,"II","Black Phoebe",1
"2306",2014-01-26,"II","Snowy Egret",8
"2307",2014-01-26,"III","Black Phoebe",1
"2308",2014-01-26,"III","Great Blue Heron",1
"2309",2014-01-26,"III","Great Egret",1
"2310",2014-01-26,"III","Snowy Egret",3
"2311",2014-01-26,"III","Western Gull",1
"2312",2014-01-26,"III","Whimbrel",2
"2313",2014-01-26,"III Boulders","Double Crested Cormorant",1
"2314",2014-01-26,"III Boulders","Western Gull",1
"2315",2014-01-26,"III Rocky Outcrop","Double Crested Cormorant",2
"2316",2014-01-26,"III Rocky Outcrop","Snowy Egret",1
"2317",2014-01-26,"III Rocky Outcrop","Unidentified Gull",8
"2318",2014-01-27,"I","Snowy Egret",2
"2319",2014-01-27,"I","Spotted Sandpiper",1
"2320",2014-01-27,"I","Western Gull",1
"2321",2014-01-27,"II","Snowy Egret",3
"2322",2014-01-27,"II","Western Gull",1
"2323",2014-01-27,"III","Great Blue Heron",1
"2324",2014-01-27,"III","Great Egret",3
"2325",2014-01-27,"III","Snowy Egret",1
"2326",2014-01-27,"III Boulders","Snowy Egret",1
"2327",2014-01-27,"III Boulders","Western Gull",1
"2328",2014-01-27,"III Rocky Outcrop","Brown Pelican",1
"2329",2014-01-27,"III Rocky Outcrop","Snowy Egret",5
"2330",2014-01-27,"III Rocky Outcrop","Tern",5
"2331",2014-01-27,"III Rocky Outcrop","Unidentified Gull",27
"2332",2014-01-28,"I","Snowy Egret",4
"2333",2014-01-28,"I","Western Gull",3
"2334",2014-01-28,"II","Great Blue Heron",1
"2335",2014-01-28,"II","Snowy Egret",1
"2336",2014-01-28,"III","Black Phoebe",1
"2337",2014-01-28,"III","Great Egret",1
"2338",2014-01-28,"III","Snowy Egret",5
"2339",2014-01-28,"III","Western Gull",2
"2340",2014-01-28,"III Rocky Outcrop","Brown Pelican",1
"2341",2014-01-28,"III Rocky Outcrop","Cormorant",1
"2342",2014-01-28,"III Rocky Outcrop","Great Egret",1
"2343",2014-01-28,"III Rocky Outcrop","Snowy Egret",1
"2344",2014-01-28,"III Rocky Outcrop","Tern",17
"2345",2014-01-28,"III Rocky Outcrop","Unidentified Gull",60
"2346",2014-01-29,"I","Western Gull",1
"2347",2014-01-29,"II","Great Egret",1
"2348",2014-01-29,"II","Snowy Egret",1
"2349",2014-01-29,"III","Black Phoebe",1
"2350",2014-01-29,"III","California Gull",3
"2351",2014-01-29,"III","Great Blue Heron",1
"2352",2014-01-29,"III","Great Egret",1
"2353",2014-01-29,"III","Snowy Egret",1
"2354",2014-01-29,"III Boulders","California Gull",3
"2355",2014-01-29,"III Boulders","Great Egret",1
"2356",2014-01-29,"III Boulders","Snowy Egret",3
"2357",2014-01-29,"III Rocky Outcrop","Brown Pelican",8
"2358",2014-01-29,"III Rocky Outcrop","Cormorant",4
"2359",2014-01-29,"III Rocky Outcrop","Great Blue Heron",1
"2360",2014-01-29,"III Rocky Outcrop","Snowy Egret",1
"2361",2014-01-29,"III Rocky Outcrop","Tern",7
"2362",2014-01-29,"III Rocky Outcrop","Unidentified Gull",80
"2363",2014-01-31,"I","Snowy Egret",2
"2364",2014-01-31,"I","Western Gull",1
"2365",2014-01-31,"II","Snowy Egret",2
"2366",2014-01-31,"III","Black Phoebe",1
"2367",2014-01-31,"III","Brown Pelican",1
"2368",2014-01-31,"III","Great Blue Heron",1
"2369",2014-01-31,"III","Great Egret",1
"2370",2014-01-31,"III","Juvenile Gull",1
"2371",2014-01-31,"III","Snowy Egret",4
"2372",2014-01-31,"III","Western Gull",5
"2373",2014-01-31,"III Boulders","Great Egret",1
"2374",2014-01-31,"III Boulders","Snowy Egret",2
"2375",2014-01-31,"III Rocky Outcrop","Brown Pelican",3
"2376",2014-01-31,"III Rocky Outcrop","Cormorant",5
"2377",2014-01-31,"III Rocky Outcrop","Snowy Egret",3
"2378",2014-01-31,"III Rocky Outcrop","Tern",12
"2379",2014-01-31,"III Rocky Outcrop","Unidentified Gull",81
"2380",2014-02-25,"I","Western Gull",1
"2381",2014-02-25,"II","Black Phoebe",1
"2382",2014-02-25,"II","California Gull",3
"2383",2014-02-25,"III","Great Blue Heron",1
"2384",2014-02-25,"III","Great Egret",1
"2385",2014-02-25,"III","Snowy Egret",3
"2386",2014-02-25,"III","Western Gull",1
"2387",2014-02-25,"III Boulders","Cormorant",1
"2388",2014-02-25,"III Rocky Outcrop","Brown Pelican",4
"2389",2014-02-25,"III Rocky Outcrop","Cormorant",6
"2390",2014-02-25,"III Rocky Outcrop","Snowy Egret",2
"2391",2014-02-25,"III Rocky Outcrop","Tern",6
"2392",2014-02-25,"III Rocky Outcrop","Unidentified Gull",37
"2393",2014-03-12,"I","Snowy Egret",2
"2394",2014-03-12,"I","Western Gull",1
"2395",2014-03-12,"II","Great Egret",1
"2396",2014-03-12,"II","Snowy Egret",2
"2397",2014-03-12,"II","Western Gull",2
"2398",2014-03-12,"II","Whimbrel",1
"2399",2014-03-12,"III","California Gull",1
"2400",2014-03-12,"III","Cormorant",3
"2401",2014-03-12,"III","Great Egret",1
"2402",2014-03-12,"III","Snowy Egret",2
"2403",2014-03-12,"III","Western Gull",3
"2404",2014-03-12,"III Boulders","Great Blue Heron",1
"2405",2014-03-12,"III Rocky Outcrop","Brown Pelican",1
"2406",2014-03-12,"III Rocky Outcrop","Cormorant",3
"2407",2014-03-12,"III Rocky Outcrop","Tern",7
"2408",2014-03-12,"III Rocky Outcrop","Unidentified Gull",34
"2409",2014-03-13,"I","Snowy Egret",1
"2410",2014-03-13,"II","Unidentified Gull",1
"2411",2014-03-13,"II","Whimbrel",1
"2412",2014-03-13,"III","Snowy Egret",4
"2413",2014-03-13,"III Boulders","Double Crested Cormorant",2
"2414",2014-03-13,"III Boulders","Unidentified Gull",8
"2415",2014-03-13,"III Rocky Outcrop","Brown Pelican",1
"2416",2014-03-13,"III Rocky Outcrop","Snowy Egret",1
"2417",2014-03-13,"III Rocky Outcrop","Tern",2
"2418",2014-03-13,"III Rocky Outcrop","Unidentified Gull",30
"2419",2014-03-14,"I","Western Gull",4
"2420",2014-03-14,"II","Snowy Egret",1
"2421",2014-03-14,"II","Western Gull",1
"2422",2014-03-14,"III","Great Blue Heron",1
"2423",2014-03-14,"III","Snowy Egret",2
"2424",2014-03-14,"III Rocky Outcrop","Brown Pelican",1
"2425",2014-03-14,"III Rocky Outcrop","Cormorant",4
"2426",2014-03-14,"III Rocky Outcrop","Tern",7
"2427",2014-03-14,"III Rocky Outcrop","Unidentified Gull",30
"2428",2014-03-15,"I","Western Gull",2
"2429",2014-03-15,"II","Black Phoebe",1
"2430",2014-03-15,"II","Snowy Egret",2
"2431",2014-03-15,"III","Great Blue Heron",2
"2432",2014-03-15,"III","Snowy Egret",2
"2433",2014-03-15,"III","Western Gull",2
"2434",2014-03-15,"III","Whimbrel",1
"2435",2014-03-15,"III Rocky Outcrop","Brown Pelican",1
"2436",2014-03-15,"III Rocky Outcrop","Double Crested Cormorant",5
"2437",2014-03-15,"III Rocky Outcrop","Snowy Egret",1
"2438",2014-03-15,"III Rocky Outcrop","Tern",3
"2439",2014-03-15,"III Rocky Outcrop","Unidentified Gull",45
"2440",2014-03-25,"I","Western Gull",1
"2441",2014-03-25,"II","Snowy Egret",2
"2442",2014-03-25,"II","Spotted Sandpiper",1
"2443",2014-03-25,"III","Black Phoebe",1
"2444",2014-03-25,"III","Great Egret",1
"2445",2014-03-25,"III","Snowy Egret",4
"2446",2014-03-25,"III","Western Gull",2
"2447",2014-03-25,"III","Whimbrel",1
"2448",2014-03-25,"III Boulders","Snowy Egret",4
"2449",2014-03-25,"III Rocky Outcrop","Brown Pelican",7
"2450",2014-03-25,"III Rocky Outcrop","Cormorant",1
"2451",2014-03-25,"III Rocky Outcrop","Snowy Egret",1
"2452",2014-03-25,"III Rocky Outcrop","Tern",17
"2453",2014-03-25,"III Rocky Outcrop","Unidentified Gull",26
"2454",2014-03-26,"I","Snowy Egret",3
"2455",2014-03-26,"I","Western Gull",1
"2456",2014-03-26,"II","Black Phoebe",1
"2457",2014-03-26,"II","Snowy Egret",2
"2458",2014-03-26,"II","Western Gull",2
"2459",2014-03-26,"III","Snowy Egret",3
"2460",2014-03-26,"III","Tern",1
"2461",2014-03-26,"III","Western Gull",4
"2462",2014-03-26,"III Rocky Outcrop","Brown Pelican",5
"2463",2014-03-26,"III Rocky Outcrop","Cormorant",3
"2464",2014-03-26,"III Rocky Outcrop","Snowy Egret",1
"2465",2014-03-26,"III Rocky Outcrop","Tern",6
"2466",2014-03-26,"III Rocky Outcrop","Unidentified Gull",47
"2467",2014-03-27,"I","Western Gull",2
"2468",2014-03-27,"II","Black Phoebe",1
"2469",2014-03-27,"II","Great Egret",2
"2470",2014-03-27,"II","Snowy Egret",2
"2471",2014-03-27,"II","Western Gull",1
"2472",2014-03-27,"III","Great Blue Heron",1
"2473",2014-03-27,"III","Great Egret",1
"2474",2014-03-27,"III","Say's Phoebe",1
"2475",2014-03-27,"III","Snowy Egret",4
"2476",2014-03-27,"III","Western Gull",3
"2477",2014-03-27,"III Boulders","Snowy Egret",1
"2478",2014-03-27,"III Rocky Outcrop","Brown Pelican",7
"2479",2014-03-27,"III Rocky Outcrop","Cormorant",11
"2480",2014-03-27,"III Rocky Outcrop","Tern",12
"2481",2014-03-27,"III Rocky Outcrop","Unidentified Gull",82
"2482",2014-03-28,"I","Snowy Egret",1
"2483",2014-03-28,"I","Western Gull",3
"2484",2014-03-28,"II","Great Egret",1
"2485",2014-03-28,"II","Snowy Egret",1
"2486",2014-03-28,"II","Western Gull",3
"2487",2014-03-28,"III","Black Oystercatcher",3
"2488",2014-03-28,"III","Great Blue Heron",1
"2489",2014-03-28,"III","Great Egret",4
"2490",2014-03-28,"III","Snowy Egret",4
"2491",2014-03-28,"III","Unidentified Gull",5
"2492",2014-03-28,"III","Western Gull",1
"2493",2014-03-28,"III Rocky Outcrop","Brown Pelican",1
"2494",2014-03-28,"III Rocky Outcrop","Cormorant",1
"2495",2014-03-28,"III Rocky Outcrop","Snowy Egret",1
"2496",2014-03-28,"III Rocky Outcrop","Tern",13
"2497",2014-03-28,"III Rocky Outcrop","Unidentified Gull",79
"2498",2015-10-27,"I","Western Gull",1
"2499",2015-10-27,"II","Great Egret",2
"2500",2015-10-27,"II","Snowy Egret",1
"2501",2015-10-27,"II","Spotted Sandpiper",1
"2502",2015-10-27,"II","Western Gull",1
"2503",2015-10-27,"III","Snowy Egret",3
"2504",2015-10-27,"III","Spotted Sandpiper",1
"2505",2015-10-27,"III Boulders","Brown Pelican",1
"2506",2015-10-27,"III Boulders","Snowy Egret",4
"2507",2015-10-27,"III Rocky Outcrop","Brown Pelican",8
"2508",2015-10-27,"III Rocky Outcrop","Tern",15
"2509",2015-10-27,"III Rocky Outcrop","Unidentified Gull",47
"2510",2015-11-23,"I","Western Gull",1
"2511",2015-11-23,"II","Snowy Egret",1
"2512",2015-11-23,"II","Spotted Sandpiper",1
"2513",2015-11-23,"II","Western Gull",1
"2514",2015-11-23,"III","Black Phoebe",2
"2515",2015-11-23,"III","Black Turnstone",1
"2516",2015-11-23,"III","Great Egret",2
"2517",2015-11-23,"III","Snowy Egret",6
"2518",2015-11-23,"III Rocky Outcrop","Brown Pelican",1
"2519",2015-11-23,"III Rocky Outcrop","Cormorant",7
"2520",2015-11-23,"III Rocky Outcrop","Tern",5
"2521",2015-11-23,"III Rocky Outcrop","Unidentified Gull",33
"2522",2015-11-24,"I","Western Gull",1
"2523",2015-11-24,"II","Snowy Egret",1
"2524",2015-11-24,"II","Western Gull",1
"2525",2015-11-24,"III","Snowy Egret",2
"2526",2015-11-24,"III","Western Gull",1
"2527",2015-11-24,"III","Whimbrel",1
"2528",2015-11-24,"III Rocky Outcrop","Cormorant",5
"2529",2015-11-24,"III Rocky Outcrop","Tern",5
"2530",2015-11-24,"III Rocky Outcrop","Unidentified Gull",45
"2531",2015-12-09,"I","Western Gull",1
"2532",2015-12-09,"I","Whimbrel",1
"2533",2016-01-20,"I","Snowy Egret",1
"2534",2016-01-20,"I","Western Gull",2
"2535",2016-01-20,"I","Whimbrel",1
"2536",2016-01-20,"II","Black Phoebe",1
"2537",2016-01-20,"II","Great Egret",1
"2538",2016-01-20,"II","Snowy Egret",3
"2539",2016-01-20,"II","Spotted Sandpiper",2
"2540",2016-01-20,"II","Western Gull",2
"2541",2016-01-20,"II","Whimbrel",1
"2542",2016-01-20,"II","Willet",1
"2543",2016-01-20,"III","Great Egret",2
"2544",2016-01-20,"III","Snowy Egret",5
"2545",2016-01-20,"III","Whimbrel",1
"2546",2016-01-20,"III Rocky Outcrop","Brown Pelican",3
"2547",2016-01-20,"III Rocky Outcrop","Cormorant",3
"2548",2016-01-20,"III Rocky Outcrop","Tern",2
"2549",2016-01-20,"III Rocky Outcrop","Unidentified Gull",17
"2550",2016-01-22,"I","Snowy Egret",1
"2551",2016-01-22,"I","Western Gull",1
"2552",2016-01-22,"II","Snowy Egret",1
"2553",2016-01-22,"II","Wandering Tattler",1
"2554",2016-01-22,"II","Whimbrel",1
"2555",2016-01-22,"III","Black Phoebe",1
"2556",2016-01-22,"III","Brown Pelican",3
"2557",2016-01-22,"III","Great Egret",1
"2558",2016-01-22,"III","Western Gull",3
"2559",2016-01-22,"III","Willet",2
"2560",2016-01-22,"III Rocky Outcrop","Brown Pelican",15
"2561",2016-01-22,"III Rocky Outcrop","Cormorant",8
"2562",2016-01-22,"III Rocky Outcrop","Great Blue Heron",1
"2563",2016-01-22,"III Rocky Outcrop","Unidentified Gull",100
"2564",2016-02-06,"I","Western Gull",1
"2565",2016-02-06,"II","Great Egret",1
"2566",2016-02-06,"II","Snowy Egret",2
"2567",2016-02-06,"II","Western Gull",1
"2568",2016-02-06,"III","Great Blue Heron",1
"2569",2016-02-06,"III","Great Egret",1
"2570",2016-02-06,"III","Snowy Egret",6
"2571",2016-02-06,"III","Western Gull",1
"2572",2016-02-06,"III","Whimbrel",1
"2573",2016-02-06,"III","Willet",1
"2574",2016-02-06,"III Rocky Outcrop","Cormorant",6
"2575",2016-02-06,"III Rocky Outcrop","Great Blue Heron",1
"2576",2016-02-06,"III Rocky Outcrop","Tern",3
"2577",2016-02-06,"III Rocky Outcrop","Unidentified Gull",44
"2578",2016-02-06,"III Rocky Outcrop","Willet",1
"2579",2016-02-08,"I","Snowy Egret",3
"2580",2016-02-08,"I","Western Gull",2
"2581",2016-02-08,"II","Great Egret",1
"2582",2016-02-08,"II","Snowy Egret",1
"2583",2016-02-08,"II","Western Gull",2
"2584",2016-02-08,"II","Whimbrel",1
"2585",2016-02-08,"III","Great Blue Heron",1
"2586",2016-02-08,"III","Snowy Egret",3
"2587",2016-02-08,"III","Spotted Sandpiper",1
"2588",2016-02-08,"III","Tern",11
"2589",2016-02-08,"III","Wandering Tattler",1
"2590",2016-02-08,"III","Western Gull",19
"2591",2016-02-08,"III","Whimbrel",1
"2592",2016-02-08,"III Rocky Outcrop","Brown Pelican",3
"2593",2016-02-08,"III Rocky Outcrop","Cormorant",5
"2594",2016-02-08,"III Rocky Outcrop","Snowy Egret",1
"2595",2016-02-08,"III Rocky Outcrop","Tern",10
"2596",2016-02-08,"III Rocky Outcrop","Unidentified Gull",7
"2597",2016-02-09,"I","California Gull",2
"2598",2016-02-09,"II","Great Blue Heron",4
"2599",2016-02-09,"II","Great Egret",1
"2600",2016-02-09,"II","Snowy Egret",2
"2601",2016-02-09,"II","Spotted Sandpiper",2
"2602",2016-02-09,"II","Wandering Tattler",1
"2603",2016-02-09,"II","Western Gull",1
"2604",2016-02-09,"III","Great Egret",1
"2605",2016-02-09,"III","Snowy Egret",1
"2606",2016-02-09,"III","Western Gull",1
"2607",2016-02-09,"III Boulders","Willet",1
"2608",2016-02-09,"III Rocky Outcrop","Brown Pelican",1
"2609",2016-02-09,"III Rocky Outcrop","Cormorant",7
"2610",2016-02-09,"III Rocky Outcrop","Snowy Egret",2
"2611",2016-02-09,"III Rocky Outcrop","Tern",1
"2612",2016-02-09,"III Rocky Outcrop","Unidentified Gull",26
"2613",2016-02-17,"I","Western Gull",2
"2614",2016-02-17,"III","Spotted Sandpiper",1
"2615",2016-02-17,"III","Whimbrel",1
"2616",2016-02-17,"III","Willet",1
"2617",2016-02-17,"III Rocky Outcrop","Brown Pelican",12
"2618",2016-02-17,"III Rocky Outcrop","Cormorant",4
"2619",2016-02-17,"III Rocky Outcrop","Tern",2
"2620",2016-02-17,"III Rocky Outcrop","Unidentified Gull",49
"2621",2016-02-22,"I","Black Turnstone",1
"2622",2016-02-22,"I","Spotted Sandpiper",1
"2623",2016-02-22,"II","Spotted Sandpiper",1
"2624",2016-02-22,"II","Western Gull",2
"2625",2016-02-22,"III","Great Blue Heron",1
"2626",2016-02-22,"III","Great Egret",3
"2627",2016-02-22,"III","Snowy Egret",3
"2628",2016-02-22,"III","Spotted Sandpiper",1
"2629",2016-02-22,"III","Wandering Tattler",1
"2630",2016-02-22,"III","Western Gull",1
"2631",2016-02-22,"III","Whimbrel",1
"2632",2016-02-22,"III Boulders","Snowy Egret",1
"2633",2016-02-22,"III Rocky Outcrop","Brown Pelican",3
"2634",2016-02-22,"III Rocky Outcrop","Cormorant",4
"2635",2016-02-22,"III Rocky Outcrop","Tern",3
"2636",2016-02-22,"III Rocky Outcrop","Unidentified Gull",23
"2637",2016-02-24,"I","Spotted Sandpiper",1
"2638",2016-02-24,"II","California Gull",2
"2639",2016-02-24,"II","Spotted Sandpiper",1
"2640",2016-02-24,"II","Wandering Tattler",1
"2641",2016-02-24,"II","Whimbrel",1
"2642",2016-02-24,"III","Great Egret",2
"2643",2016-02-24,"III","Western Gull",1
"2644",2016-02-24,"III Boulders","Heerman's Gull",1
"2645",2016-02-24,"III Rocky Outcrop","Brown Pelican",6
"2646",2016-02-24,"III Rocky Outcrop","Cormorant",4
"2647",2016-02-24,"III Rocky Outcrop","Tern",15
"2648",2016-02-24,"III Rocky Outcrop","Unidentified Gull",26
"2649",2016-03-08,"I","Black Turnstone",1
"2650",2016-03-08,"I","Western Gull",1
"2651",2016-03-08,"II","Black Turnstone",1
"2652",2016-03-08,"II","Western Gull",2
"2653",2016-03-08,"III","Western Gull",2
"2654",2016-03-08,"III","Willet",1
"2655",2016-03-08,"III Rocky Outcrop","Cormorant",2
"2656",2016-03-08,"III Rocky Outcrop","Unidentified Gull",19
"2657",2016-03-09,"I","Western Gull",2
"2658",2016-03-09,"II","California Gull",1
"2659",2016-03-09,"III","Snowy Egret",1
"2660",2016-03-09,"III Rocky Outcrop","Brown Pelican",3
"2661",2016-03-09,"III Rocky Outcrop","Cormorant",6
"2662",2016-03-09,"III Rocky Outcrop","Tern",10
"2663",2016-03-09,"III Rocky Outcrop","Unidentified Gull",20
"2664",2016-03-10,"I","Black Turnstone",2
"2665",2016-03-10,"I","Western Gull",1
"2666",2016-03-10,"I","Willet",1
"2667",2016-03-10,"II","Western Gull",1
"2668",2016-03-10,"III","Cormorant",1
"2669",2016-03-10,"III","Red-breasted Merganser",2
"2670",2016-03-10,"III","Snowy Egret",1
"2671",2016-03-10,"III","Western Gull",1
"2672",2016-03-10,"III Rocky Outcrop","Cormorant",2
"2673",2016-03-10,"III Rocky Outcrop","Unidentified Gull",6
"2674",2016-03-18,"I","California Gull",3
"2675",2016-03-18,"II","Snowy Egret",1
"2676",2016-03-18,"III","Great Egret",1
"2677",2016-03-18,"III","Snowy Egret",5
"2678",2016-03-18,"III","Western Gull",2
"2679",2016-03-18,"III","Whimbrel",1
"2680",2016-03-18,"III","Willet",2
"2681",2016-03-18,"III Boulders","Snowy Egret",2
"2682",2016-03-18,"III Rocky Outcrop","Brown Pelican",4
"2683",2016-03-18,"III Rocky Outcrop","Cormorant",9
"2684",2016-03-18,"III Rocky Outcrop","Tern",11
"2685",2016-03-18,"III Rocky Outcrop","Unidentified Gull",28
"2686",2016-04-04,"II","Willet",1
"2687",2016-04-04,"III","California Gull",1
"2688",2016-04-04,"III","Great Blue Heron",1
"2689",2016-04-04,"III","Great Egret",2
"2690",2016-04-04,"III","Whimbrel",1
"2691",2016-04-04,"III Boulders","Snowy Egret",1
"2692",2016-04-04,"III Rocky Outcrop","Tern",6
"2693",2016-04-04,"III Rocky Outcrop","Unidentified Gull",102
"2694",2016-04-05,"I","Black Turnstone",1
"2695",2016-04-05,"I","Ruddy Turnstone",1
"2696",2016-04-05,"I","Western Gull",1
"2697",2016-04-05,"II","Western Gull",2
"2698",2016-04-05,"III","Snowy Egret",5
"2699",2016-04-05,"III","Whimbrel",1
"2700",2016-04-05,"III Rocky Outcrop","Tern",16
"2701",2016-04-05,"III Rocky Outcrop","Unidentified Gull",8
"2702",2016-04-06,"II","Western Gull",2
"2703",2016-04-06,"II","Whimbrel",2
"2704",2016-04-06,"III Rocky Outcrop","Brown Pelican",7
"2705",2016-04-06,"III Rocky Outcrop","Cormorant",1
"2706",2016-04-06,"III Rocky Outcrop","Snowy Egret",1
"2707",2016-04-06,"III Rocky Outcrop","Tern",8
"2708",2016-04-06,"III Rocky Outcrop","Unidentified Gull",110
"2709",2016-11-28,"I","California Gull",2
"2710",2016-11-28,"I","Great Egret",1
"2711",2016-11-28,"I","Spotted Sandpiper",1
"2712",2016-11-28,"II","Black Phoebe",2
"2713",2016-11-28,"II","Great Blue Heron",1
"2714",2016-11-28,"II","Great Egret",1
"2715",2016-11-28,"II","Snowy Egret",3
"2716",2016-11-28,"II","Western Gull",1
"2717",2016-11-28,"III","Great Blue Heron",2
"2718",2016-11-28,"III","Great Egret",1
"2719",2016-11-28,"III","Western Gull",1
"2720",2016-11-28,"III","Whimbrel",1
"2721",2016-11-28,"III Boulders","California Gull",1
